Date, Close/Last, Volume, Open, High, Low
07/03/18,$183.92,13954810,187.79,187.95,183.54
07/02/18,$187.18,17675210,183.82,187.30,183.42
06/29/2018,$185.11,22551660,186.29,187.19,182.91
06/28/2018,$185.50,17352380,184.10,186.21,183.80
06/27/2018,$184.16,24987260,185.23,187.28,184.03
06/26/2018,$184.43,24378480,182.99,186.53,182.54
06/25/2018,$182.17,31632320,183.40,184.92,180.73
06/22/2018,$184.92,27185130,186.12,186.15,184.70
06/21/2018,$185.46,25649240,187.25,188.35,184.94
06/20/2018,$186.50,20490090,186.35,187.20,185.73
06/19/2018,$185.69,33538550,185.14,186.33,183.45
06/18/2018,$188.74,18458410,187.88,189.22,187.20
06/15/2018,$188.84,61438290,190.03,190.16,188.26
06/14/2018,$190.80,21584720,191.55,191.57,190.22
06/13/2018,$190.70,21480120,192.42,192.88,190.44
06/12/18,$192.28,16859020,191.39,192.61,191.15
06/11/18,$191.23,18069930,191.35,191.97,190.21
06/08/18,$191.70,26580710,191.17,192.00,189.77
06/07/18,$193.46,21329170,194.14,194.20,192.34
06/06/18,$193.98,20912820,193.63,194.08,191.92
06/05/18,$193.31,21535570,193.07,193.94,192.36
06/04/18,$191.83,26190620,191.64,193.42,191.35
06/01/18,$190.24,23377690,187.99,190.26,187.75
05/31/2018,$186.87,27468700,187.22,188.23,186.14
05/30/2018,$187.50,18503410,187.72,188.00,186.78
05/29/2018,$187.90,22409110,187.60,188.75,186.87
05/25/2018,$188.58,17186760,188.23,189.65,187.65
05/24/2018,$188.15,23129400,188.77,188.84,186.21
05/23/2018,$188.36,19966590,186.35,188.50,185.76
05/22/2018,$187.16,15228270,188.38,188.88,186.78
05/21/2018,$187.63,18383080,188.00,189.27,186.91
05/18/2018,$186.31,18083080,187.19,187.81,186.13
05/17/2018,$186.99,17014490,188.00,188.91,186.36
05/16/2018,$188.18,19046600,186.07,188.46,186.00
05/15/2018,$186.44,23639070,186.78,187.07,185.10
05/14/2018,$188.15,20393070,189.01,189.53,187.86
05/11/18,$188.59,26167950,189.49,190.06,187.45
05/10/18,$190.04,27942430,187.74,190.37,187.65
05/09/18,$187.36,23141260,186.55,187.40,185.22
05/08/18,$186.05,28053230,184.99,186.22,183.67
05/07/18,$185.16,42557530,185.18,187.67,184.75
05/04/18,$183.83,56137230,178.25,184.25,178.17
05/03/18,$176.89,33944110,175.88,177.50,174.44
05/02/18,$176.57,66454720,175.23,177.75,173.80
05/01/18,$169.10,52228910,166.41,169.20,165.27
04/30/2018,$165.26,41976500,162.13,167.26,161.84
04/27/2018,$162.32,35617230,164.00,164.33,160.63
04/26/2018,$164.22,27850370,164.12,165.73,163.37
04/25/2018,$163.65,28331540,162.62,165.42,162.41
04/24/2018,$162.94,33674960,165.67,166.33,161.22
04/23/2018,$165.24,36396590,166.84,166.92,164.09
04/20/2018,$165.72,65270950,170.60,171.22,165.43
04/19/2018,$172.80,34693280,174.95,175.39,172.66
04/18/2018,$177.84,20544600,177.81,178.82,176.88
04/17/2018,$178.24,26575010,176.49,178.94,176.41
04/16/2018,$175.82,21561320,175.03,176.19,174.83
04/13/2018,$174.73,25100510,174.78,175.84,173.85
04/12/18,$174.14,22858840,173.41,175.00,173.04
04/11/18,$172.44,22401040,172.23,173.92,171.70
04/10/18,$173.25,28567110,173.00,174.00,171.53
04/09/18,$170.05,28976200,169.88,173.09,169.85
04/06/18,$168.38,34949690,170.97,172.48,168.20
04/05/18,$172.80,26750260,172.58,174.23,172.08
04/04/18,$171.61,34581850,164.88,172.01,164.77
04/03/18,$168.39,30237640,167.64,168.75,164.88
04/02/18,$166.68,37425640,167.88,168.94,164.47
03/29/2018,$167.78,38116290,167.81,171.75,166.90
03/28/2018,$166.48,41464880,167.25,170.02,165.19
03/27/2018,$168.34,39824200,173.68,175.15,166.92
03/26/2018,$172.77,36778560,168.07,173.10,166.44
03/23/2018,$164.94,40984540,168.39,169.92,164.94
03/22/2018,$168.85,41335980,170.00,172.68,168.60
03/21/2018,$171.27,36387880,175.04,175.09,171.26
03/20/2018,$175.24,19620520,175.24,176.80,174.94
03/19/2018,$175.30,32931110,177.32,177.47,173.66
03/16/2018,$178.02,38313330,178.65,179.12,177.62
03/15/2018,$178.65,22676520,178.50,180.24,178.07
03/14/2018,$178.44,29334630,180.32,180.52,177.81
03/13/2018,$179.97,31464170,182.59,183.50,179.24
03/12/18,$181.72,32191070,180.29,182.39,180.21
03/09/18,$179.98,32130360,177.96,180.00,177.39
03/08/18,$176.94,24518850,175.48,177.12,175.07
03/07/18,$175.03,31686450,174.94,175.85,174.27
03/06/18,$176.67,23273160,177.91,178.25,176.13
03/05/18,$176.82,27825140,175.21,177.74,174.52
03/02/18,$176.21,38426060,172.80,176.30,172.45
03/01/18,$175,48706170,178.54,179.78,172.66
02/28/2018,$178.12,37568080,179.26,180.62,178.05
02/27/2018,$178.39,38885510,179.10,180.48,178.16
02/26/2018,$178.97,37353670,176.35,179.39,176.21
02/23/2018,$175.50,33772050,173.67,175.65,173.54
02/22/2018,$172.50,30953760,171.80,173.95,171.71
02/21/2018,$171.07,37378070,172.83,174.12,171.01
02/20/2018,$171.85,33690660,172.05,174.26,171.42
02/16/2018,$172.43,40113790,172.36,174.82,171.77
02/15/2018,$172.99,50908540,169.79,173.09,169.00
02/14/2018,$167.37,40382890,163.05,167.54,162.88
02/13/2018,$164.34,32483310,161.95,164.75,161.65
02/12/18,$162.71,60774900,158.50,163.89,157.51
02/09/18,$156.41,70583530,157.07,157.89,150.24
02/08/18,$155.15,54145930,160.29,161.00,155.03
02/07/18,$159.54,51467440,163.09,163.40,159.07
02/06/18,$163.03,68171940,154.83,163.72,154.00
02/05/18,$156.49,72215320,159.10,163.88,156.00
02/02/18,$160.50,85957050,166.00,166.80,160.10
02/01/18,$167.78,44453230,167.17,168.62,166.76
01/31/2018,$167.43,32234520,166.87,168.44,166.50
01/30/2018,$166.97,45635470,165.53,167.37,164.70
01/29/2018,$167.96,50565420,170.16,170.16,167.07
01/26/2018,$171.51,39075250,172.00,172.00,170.06
01/25/2018,$171.11,41438280,174.51,174.95,170.53
01/24/2018,$174.22,51368540,177.25,177.30,173.20
01/23/2018,$177.04,32395870,177.30,179.44,176.82
01/22/2018,$177,27052000,177.30,177.78,176.60
01/19/2018,$178.46,31306390,178.61,179.58,177.41
01/18/2018,$179.26,31087330,179.37,180.10,178.25
01/17/2018,$179.10,34260230,176.15,179.25,175.07
01/16/2018,$176.19,29512410,177.90,179.39,176.14
01/12/18,$177.09,25302200,176.18,177.36,175.65
01/11/18,$175.28,18653380,174.59,175.49,174.49
01/10/18,$174.29,23751690,173.16,174.30,173.00
01/09/18,$174.33,21532200,174.55,175.06,173.41
01/08/18,$174.35,20523870,174.35,175.61,173.93
01/05/18,$175,23589930,173.44,175.37,173.05
01/04/18,$173.03,22342650,172.54,173.47,172.08
01/03/18,$172.23,29461040,172.53,174.55,171.96
01/02/18,$172.26,25400540,170.16,172.30,169.26
12/29/2017,$169.23,25938760,170.52,170.59,169.22
12/28/2017,$171.08,16412270,171.00,171.85,170.48
12/27/2017,$170.60,21477380,170.10,170.78,169.71
12/26/2017,$170.57,33113340,170.80,171.47,169.68
12/22/2017,$175.01,16339690,174.68,175.42,174.50
12/21/2017,$175.01,20848660,174.17,176.02,174.10
12/20/2017,$174.35,23451420,174.87,175.42,173.25
12/19/2017,$174.54,27393660,175.03,175.39,174.09
12/18/2017,$176.42,29385650,174.88,177.20,174.86
12/15/2017,$173.97,40122100,173.63,174.17,172.46
12/14/2017,$172.22,20442740,172.40,173.13,171.65
12/13/2017,$172.27,23402510,172.50,173.54,172.00
12/12/17,$171.70,19088170,172.15,172.39,171.46
12/11/17,$172.67,34260890,169.20,172.89,168.79
12/08/17,$169.37,23285760,170.49,171.00,168.82
12/07/17,$169.32,25656110,169.03,170.44,168.91
12/06/17,$169.01,28397810,167.50,170.20,166.46
12/05/17,$169.64,27315530,169.06,171.52,168.40
12/04/17,$169.80,32512580,172.48,172.62,169.63
12/01/17,$171.05,39735110,169.95,171.67,168.50
11/30/2017,$171.85,41484540,170.43,172.14,168.44
11/29/2017,$169.48,41459120,172.63,172.92,167.16
11/28/2017,$173.07,26387240,174.30,174.87,171.86
11/27/2017,$174.09,20591090,175.05,175.08,173.34
11/24/2017,$174.97,14026670,175.10,175.50,174.65
11/22/2017,$174.96,25558680,173.36,175.00,173.05
11/21/2017,$173.14,25047130,170.78,173.70,170.78
11/20/2017,$169.98,16041550,170.29,170.56,169.56
11/17/2017,$170.15,21884010,171.04,171.39,169.64
11/16/2017,$171.10,23598650,171.18,171.87,170.30
11/15/2017,$169.08,28998220,169.97,170.32,168.38
11/14/2017,$171.34,24683350,173.04,173.48,171.18
11/13/2017,$173.97,16956290,173.50,174.50,173.40
11/10/17,$174.67,25129510,175.11,175.38,174.27
11/09/17,$175.88,29422610,175.11,176.10,173.14
11/08/17,$176.24,24358920,174.66,176.24,174.33
11/07/17,$174.81,24332120,173.91,175.25,173.60
11/06/17,$174.25,34770480,172.37,174.99,171.72
11/03/17,$172.50,59332210,174.00,174.26,171.12
11/02/17,$168.11,39668100,167.64,168.50,165.28
11/01/17,$166.89,33482970,169.87,169.94,165.61
10/31/2017,$169.04,35779520,167.90,169.65,166.94
10/30/2017,$166.72,44651420,163.89,168.07,163.72
10/27/2017,$163.05,44387770,159.29,163.60,158.70
10/26/2017,$157.41,16916650,157.23,157.83,156.78
10/25/2017,$156.41,21175670,156.91,157.55,155.27
10/24/2017,$157.10,17633730,156.29,157.42,156.20
10/23/2017,$156.17,21888930,156.89,157.69,155.50
10/20/2017,$156.25,23907540,156.61,157.75,155.96
10/19/2017,$155.98,42357420,156.75,157.08,155.02
10/18/2017,$159.76,16252850,160.42,160.71,159.60
10/17/2017,$160.47,18969700,159.78,160.87,159.23
10/16/2017,$159.88,24093300,157.90,160.00,157.65
10/13/2017,$156.99,16367780,156.73,157.28,156.41
10/12/17,$156,16380570,156.35,157.37,155.73
10/11/17,$156.55,16861450,155.97,156.98,155.75
10/10/17,$155.90,15603520,156.06,158.00,155.10
10/09/17,$155.84,16243080,155.81,156.73,155.49
10/06/17,$155.30,17223790,154.97,155.49,154.56
10/05/17,$155.39,21215870,154.18,155.44,154.05
10/04/17,$153.48,20088940,153.63,153.86,152.46
10/03/17,$154.48,16216800,154.01,155.09,153.91
10/02/17,$153.81,18631540,154.26,154.45,152.72
09/29/2017,$154.12,26204670,153.21,154.13,152.00
09/28/2017,$153.28,21983410,153.89,154.28,152.70
09/27/2017,$154.23,25402270,153.80,154.72,153.54
09/26/2017,$153.14,35907770,151.78,153.92,151.69
09/25/2017,$150.55,44366140,149.99,151.83,149.16
09/22/2017,$151.89,46575410,152.02,152.27,150.56
09/21/2017,$153.39,37350060,155.80,155.80,152.75
09/20/2017,$156.07,52126240,157.90,158.26,153.83
09/19/2017,$158.73,20565620,159.51,159.77,158.44
09/18/2017,$158.67,28157630,160.11,160.50,158.00
09/15/2017,$159.88,48846060,158.47,160.97,158.00
09/14/2017,$158.28,23637310,158.99,159.40,158.09
09/13/2017,$159.65,44866280,159.87,159.96,157.91
09/12/17,$160.86,71574560,162.61,163.96,158.77
09/11/17,$161.50,31506890,160.50,162.05,159.89
09/08/17,$158.63,28411740,160.86,161.15,158.53
09/07/17,$161.26,21905160,162.09,162.24,160.36
09/06/17,$161.91,21610300,162.71,162.99,160.52
09/05/17,$162.08,29491910,163.75,164.25,160.56
09/01/17,$164.05,16564340,164.80,164.94,163.63
08/31/2017,$164,26729940,163.64,164.52,163.48
08/30/2017,$163.35,27215770,163.80,163.89,162.61
08/29/2017,$162.91,29451050,160.10,163.12,160.00
08/28/2017,$161.47,25649890,160.14,162.00,159.93
08/25/2017,$159.86,25184600,159.65,160.56,159.27
08/24/2017,$159.27,19782170,160.43,160.74,158.55
08/23/2017,$159.98,19376940,159.07,160.47,158.88
08/22/2017,$159.78,21564890,158.23,160.00,158.02
08/21/2017,$157.21,26330070,157.50,157.89,155.11
08/18/2017,$157.50,27391950,157.86,159.50,156.72
08/17/2017,$157.86,27377960,160.52,160.71,157.84
08/16/2017,$160.95,27607370,161.94,162.51,160.15
08/15/2017,$161.60,29377630,160.66,162.20,160.14
08/14/2017,$159.85,22074760,159.32,160.21,158.75
08/11/17,$157.48,26208970,156.60,158.57,156.07
08/10/17,$155.32,39636190,159.90,160.00,154.63
08/09/17,$161.06,26060430,159.26,161.27,159.11
08/08/17,$160.08,36127490,158.60,161.83,158.27
08/07/17,$158.81,21827400,157.06,158.92,156.67
08/04/17,$156.39,20514810,156.07,157.40,155.69
08/03/17,$155.57,26604140,157.05,157.21,155.02
08/02/17,$157.14,69726440,159.28,159.75,156.16
08/01/17,$150.05,33669020,149.10,150.22,148.41
07/31/2017,$148.73,19690420,149.90,150.33,148.13
07/28/2017,$149.50,17192770,149.89,150.23,149.19
07/27/2017,$150.56,32429770,153.75,153.99,147.30
07/26/2017,$153.46,15649120,153.35,153.93,153.06
07/25/2017,$152.74,18798250,151.80,153.84,151.80
07/24/2017,$152.09,21466370,150.58,152.44,149.90
07/21/2017,$150.27,25111310,149.99,150.44,148.88
07/20/2017,$150.34,17170490,151.50,151.74,150.19
07/19/2017,$151.02,20859830,150.48,151.42,149.95
07/18/2017,$150.08,17837130,149.20,150.13,148.67
07/17/2017,$149.56,23765710,148.82,150.90,148.57
07/14/2017,$149.04,20117070,147.97,149.33,147.33
07/13/2017,$147.77,25080500,145.50,148.49,145.44
07/12/17,$145.74,24833800,145.87,146.18,144.82
07/11/17,$145.53,18647220,144.73,145.85,144.38
07/10/17,$145.06,21080580,144.11,145.95,143.37
07/07/17,$144.18,18527000,142.90,144.75,142.90
07/06/17,$142.73,24110330,143.02,143.50,142.41
07/05/17,$144.09,21550270,143.69,144.79,142.72
07/03/17,$143.50,14277850,144.88,145.30,143.10
06/30/2017,$144.02,22986960,144.45,144.96,143.78
06/29/2017,$143.68,31450520,144.71,145.13,142.28
06/28/2017,$145.83,22052920,144.49,146.11,143.16
06/27/2017,$143.73,24725210,145.01,146.16,143.62
06/26/2017,$145.82,25674500,147.17,148.28,145.38
06/23/2017,$146.28,35421310,145.13,147.16,145.11
06/22/2017,$145.63,19082170,145.77,146.70,145.12
06/21/2017,$145.87,21247590,145.52,146.07,144.61
06/20/2017,$145.01,24877950,146.87,146.87,144.94
06/19/2017,$146.34,32203640,143.66,146.74,143.66
06/16/2017,$142.27,50264540,143.78,144.50,142.20
06/15/2017,$144.29,31642900,143.32,144.48,142.21
06/14/2017,$145.16,31454590,147.50,147.50,143.84
06/13/2017,$146.59,34089190,147.16,147.45,145.15
06/12/17,$145.42,72187710,145.74,146.09,142.51
06/09/17,$148.98,64782910,155.19,155.19,146.02
06/08/17,$154.99,21144040,155.25,155.54,154.40
06/07/17,$155.37,21017560,155.02,155.98,154.48
06/06/17,$154.45,26591850,153.90,155.81,153.78
06/05/17,$153.93,25277680,154.34,154.45,153.46
06/02/17,$155.45,27715140,153.58,155.45,152.89
06/01/17,$153.18,16383610,153.17,153.33,152.22
05/31/2017,$152.76,24452750,153.97,154.17,152.38
05/30/2017,$153.67,20118620,153.42,154.43,153.33
05/26/2017,$153.61,21895020,154.00,154.24,153.31
05/25/2017,$153.87,19217810,153.73,154.35,153.03
05/24/2017,$153.34,19201820,153.84,154.17,152.67
05/23/2017,$153.80,19906170,154.90,154.90,153.31
05/22/2017,$153.99,22930630,154.00,154.58,152.91
05/19/2017,$153.06,26892850,153.38,153.98,152.63
05/18/2017,$152.54,33520150,151.27,153.34,151.13
05/17/2017,$150.25,50674280,153.60,154.57,149.71
05/16/2017,$155.47,19994270,155.94,156.06,154.72
05/15/2017,$155.70,25912270,156.01,156.65,155.05
05/12/17,$156.10,32493770,154.70,156.42,154.67
05/11/17,$153.95,27236290,152.45,154.07,152.31
05/10/17,$153.26,25779060,153.63,153.94,152.11
05/09/17,$153.99,38907940,153.87,154.88,153.45
05/08/17,$153.01,48670440,149.03,153.70,149.03
05/05/17,$148.96,27254850,146.76,148.98,146.76
05/04/17,$146.53,23345970,146.52,147.14,145.81
05/03/17,$147.06,45579740,145.59,147.49,144.27
05/02/17,$147.51,44182930,147.54,148.09,146.84
05/01/17,$146.58,33498270,145.10,147.20,144.96
04/28/2017,$143.65,20783460,144.09,144.30,143.27
04/27/2017,$143.79,14198660,143.92,144.16,143.31
04/26/2017,$143.68,19998050,144.47,144.60,143.38
04/25/2017,$144.53,18325720,143.91,144.90,143.87
04/24/2017,$143.64,17117710,143.50,143.95,143.18
04/21/2017,$142.27,17290900,142.44,142.68,141.85
04/20/2017,$142.44,23294040,141.22,142.92,141.16
04/19/2017,$140.68,17302160,141.88,142.00,140.45
04/18/2017,$141.20,14676420,141.41,142.04,141.11
04/17/2017,$141.83,16529130,141.48,141.88,140.87
04/13/2017,$141.05,17775510,141.91,142.38,141.05
04/12/17,$141.80,20320420,141.60,142.15,141.01
04/11/17,$141.63,30341520,142.94,143.35,140.06
04/10/17,$143.17,18904680,143.60,143.88,142.90
04/07/17,$143.34,16658660,143.73,144.18,143.27
04/06/17,$143.66,21131040,144.29,144.52,143.45
04/05/17,$144.02,27649500,144.22,145.46,143.81
04/04/17,$144.77,19865300,143.25,144.89,143.17
04/03/17,$143.70,19970040,143.71,144.12,143.05
03/31/2017,$143.66,19576480,143.72,144.27,143.01
03/30/2017,$143.93,21189000,144.19,144.50,143.50
03/29/2017,$144.12,29174040,143.68,144.49,143.19
03/28/2017,$143.80,33348400,140.91,144.04,140.62
03/27/2017,$140.88,23531670,139.39,141.22,138.62
03/24/2017,$140.64,22355140,141.50,141.74,140.35
03/23/2017,$140.92,20299310,141.26,141.58,140.61
03/22/2017,$141.42,25804820,139.85,141.60,139.76
03/21/2017,$139.84,39461130,142.11,142.80,139.73
03/20/2017,$141.46,21258100,140.40,141.50,140.23
03/17/2017,$139.99,43700570,141.00,141.00,139.89
03/16/2017,$140.69,19173780,140.72,141.02,140.26
03/15/2017,$140.46,25676720,139.41,140.75,139.03
03/14/2017,$138.99,15281850,139.30,139.65,138.84
03/13/2017,$139.20,17048800,138.85,139.43,138.82
03/10/17,$139.14,19578920,139.25,139.36,138.64
03/09/17,$138.68,22117750,138.74,138.79,137.05
03/08/17,$139,18695500,138.95,139.80,138.82
03/07/17,$139.52,17439210,139.06,139.98,138.79
03/06/17,$139.34,21229890,139.37,139.77,138.60
03/03/17,$139.78,21555370,138.78,139.83,138.59
03/02/17,$138.96,26170690,140.00,140.28,138.76
03/01/17,$139.79,36362440,137.89,140.15,137.60
02/28/2017,$136.99,23446340,137.08,137.44,136.70
02/27/2017,$136.93,20222210,137.14,137.44,136.28
02/24/2017,$136.66,21754600,135.91,136.66,135.28
02/23/2017,$136.53,20762360,137.38,137.48,136.30
02/22/2017,$137.11,20769030,136.43,137.12,136.11
02/21/2017,$136.70,24487200,136.23,136.75,135.98
02/17/2017,$135.72,22163280,135.10,135.83,135.10
02/16/2017,$135.35,22539860,135.67,135.90,134.84
02/15/2017,$135.51,35578640,135.52,136.27,134.62
02/14/2017,$135.02,33054500,133.47,135.09,133.25
02/13/2017,$133.29,22989980,133.08,133.82,132.75
02/10/17,$132.12,20046250,132.46,132.94,132.05
02/09/17,$132.42,28321440,131.65,132.45,131.12
02/08/17,$132.04,22941650,131.35,132.22,131.22
02/07/17,$131.53,38158410,130.54,132.09,130.45
02/06/17,$130.29,26784530,129.13,130.50,128.90
02/03/17,$129.08,24460160,128.31,129.19,128.16
02/02/17,$128.53,33671250,127.98,129.39,127.78
02/01/17,$128.75,111837300,127.03,130.49,127.01
01/31/2017,$121.35,47767760,121.15,121.39,120.62
01/30/2017,$121.63,30327110,120.93,121.63,120.66
01/27/2017,$121.95,20495340,122.14,122.35,121.60
01/26/2017,$121.94,26320740,121.67,122.44,121.60
01/25/2017,$121.88,32417410,120.42,122.10,120.28
01/24/2017,$119.97,23191150,119.55,120.10,119.50
01/23/2017,$120.08,21982000,120.00,120.81,119.77
01/20/2017,$120,29922650,120.45,120.45,119.73
01/19/2017,$119.78,25554290,119.40,120.09,119.37
01/18/2017,$119.99,23687350,120.00,120.50,119.71
01/17/2017,$120,34412090,118.34,120.24,118.22
01/13/2017,$119.04,26083030,119.11,119.62,118.81
01/12/17,$119.25,27057550,118.90,119.30,118.21
01/11/17,$119.75,27453130,118.74,119.93,118.60
01/10/17,$119.11,24432660,118.77,119.38,118.30
01/09/17,$118.99,33420290,117.95,119.43,117.94
01/06/17,$117.91,31714820,116.78,118.16,116.47
01/05/17,$116.61,22115100,115.92,116.86,115.81
01/04/17,$116.02,21081620,115.85,116.51,115.75
01/03/17,$116.15,28769220,115.80,116.33,114.76
12/30/2016,$115.82,30555900,116.65,117.20,115.43
12/29/2016,$116.73,14979680,116.45,117.11,116.40
12/28/2016,$116.76,20686510,117.52,118.02,116.20
12/27/2016,$117.26,18131970,116.52,117.80,116.49
12/23/2016,$116.52,14244050,115.59,116.52,115.59
12/22/2016,$116.29,26043820,116.35,116.51,115.64
12/21/2016,$117.06,23724430,116.80,117.40,116.78
12/20/2016,$116.95,21337310,116.74,117.50,116.68
12/19/2016,$116.64,27756760,115.80,117.38,115.75
12/16/2016,$115.97,44284660,116.47,116.50,115.65
12/15/2016,$115.82,46286150,115.38,116.73,115.23
12/14/2016,$115.19,33962370,115.04,116.20,114.98
12/13/2016,$115.19,43293350,113.84,115.92,113.75
12/12/16,$113.30,26176690,113.29,115.00,112.49
12/09/16,$113.95,34324350,112.31,114.70,112.31
12/08/16,$112.12,27049830,110.86,112.43,110.60
12/07/16,$111.03,29976030,109.26,111.19,109.16
12/06/16,$109.95,26160560,109.50,110.36,109.19
12/05/16,$109.11,34113880,110.00,110.03,108.25
12/02/16,$109.90,26481320,109.17,110.09,108.85
12/01/16,$109.49,37034520,110.37,110.94,109.03
11/30/2016,$110.52,36151450,111.60,112.20,110.27
11/29/2016,$111.46,28507780,110.78,112.03,110.07
11/28/2016,$111.57,27054320,111.43,112.47,111.39
11/25/2016,$111.79,11475920,111.13,111.87,110.95
11/23/2016,$111.23,27420550,111.36,111.51,110.33
11/22/2016,$111.80,25931710,111.95,112.42,111.40
11/21/2016,$111.73,29164190,110.12,111.99,110.01
11/18/2016,$110.06,28310840,109.72,110.54,109.66
11/17/2016,$109.95,27623150,109.81,110.35,108.83
11/16/2016,$109.99,58724080,106.70,110.23,106.60
11/15/2016,$107.11,32230590,106.57,107.68,106.16
11/14/2016,$105.71,50901380,107.71,107.81,104.08
11/11/16,$108.43,34117030,107.12,108.87,106.55
11/10/16,$107.79,57097740,111.09,111.09,105.83
11/09/16,$110.88,59118740,109.88,111.32,108.05
11/08/16,$111.06,24129630,110.31,111.72,109.70
11/07/16,$110.41,32361930,110.08,110.51,109.46
11/04/16,$108.84,30790930,108.53,110.25,108.11
11/03/16,$109.83,26538700,110.98,111.46,109.55
11/02/16,$111.59,28174980,111.40,112.35,111.23
11/01/16,$111.49,43403760,113.46,113.77,110.53
10/31/2016,$113.54,26378910,113.65,114.23,113.20
10/28/2016,$113.72,36792100,113.87,115.21,113.45
10/27/2016,$114.48,31396130,115.39,115.86,114.10
10/26/2016,$115.59,66028640,114.31,115.70,113.31
10/25/2016,$118.25,46820600,117.95,118.36,117.31
10/24/2016,$117.65,23492650,117.10,117.74,117.00
10/21/2016,$116.60,22527690,116.81,116.91,116.28
10/20/2016,$117.06,24100150,116.86,117.38,116.33
10/19/2016,$117.12,19977160,117.25,117.76,113.80
10/18/2016,$117.47,24308210,118.18,118.21,117.45
10/17/2016,$117.55,23583810,117.33,117.84,116.78
10/14/2016,$117.63,35626020,117.88,118.17,117.13
10/13/2016,$116.98,35041820,116.79,117.44,115.72
10/12/16,$117.34,37512930,117.35,117.98,116.75
10/11/16,$116.30,63963010,117.70,118.69,116.20
10/10/16,$116.05,36087910,115.02,116.75,114.72
10/07/16,$114.06,24336440,114.31,114.56,113.51
10/06/16,$113.89,28508710,113.70,114.34,113.13
10/05/16,$113.05,21400410,113.40,113.66,112.69
10/04/16,$113,29707270,113.06,114.31,112.63
10/03/16,$112.52,21634520,112.71,113.05,112.28
09/30/2016,$113.05,36340670,112.46,113.37,111.80
09/29/2016,$112.18,35850010,113.16,113.80,111.80
09/28/2016,$113.95,29608390,113.69,114.64,113.43
09/27/2016,$113.09,24587490,113.00,113.18,112.34
09/26/2016,$112.88,29800240,111.64,113.39,111.55
09/23/2016,$112.71,52411070,114.42,114.79,111.55
09/22/2016,$114.62,31048170,114.35,114.94,114.00
09/21/2016,$113.55,35951900,113.85,113.99,112.44
09/20/2016,$113.57,34494150,113.05,114.12,112.51
09/19/2016,$113.58,46937190,115.19,116.18,113.25
09/16/2016,$114.92,79763890,115.12,116.13,114.04
09/15/2016,$115.57,90398170,113.86,115.73,113.49
09/14/2016,$111.77,111186900,108.73,113.03,108.60
09/13/2016,$107.95,62080160,107.51,108.79,107.24
09/12/16,$105.44,45114590,102.65,105.72,102.53
09/09/16,$103.13,46461610,104.64,105.72,103.13
09/08/16,$105.52,52955310,107.25,107.27,105.24
09/07/16,$108.36,42250480,107.83,108.76,107.07
09/06/16,$107.70,26645130,107.90,108.30,107.51
09/02/16,$107.73,26393770,107.70,108.00,106.82
09/01/16,$106.73,26675250,106.14,106.80,105.62
08/31/2016,$106.10,31639010,105.66,106.57,105.64
08/30/2016,$106,24817940,105.80,106.50,105.50
08/29/2016,$106.82,24900130,106.62,107.44,106.29
08/26/2016,$106.94,27744300,107.41,107.95,106.31
08/25/2016,$107.57,25001730,107.39,107.88,106.68
08/24/2016,$108.03,23606240,108.57,108.75,107.68
08/23/2016,$108.85,21236850,108.59,109.32,108.53
08/22/2016,$108.51,25784420,108.86,109.10,107.85
08/19/2016,$109.36,25108890,108.77,109.69,108.36
08/18/2016,$109.08,21918340,109.23,109.60,109.02
08/17/2016,$109.22,25328680,109.10,109.37,108.34
08/16/2016,$109.38,33754680,109.63,110.23,109.21
08/15/2016,$109.48,25704330,108.14,109.54,108.08
08/12/16,$108.18,18648700,107.78,108.44,107.78
08/11/16,$107.93,27460070,108.52,108.93,107.85
08/10/16,$108,23839880,108.71,108.90,107.76
08/09/16,$108.81,26296260,108.23,108.94,108.01
08/08/16,$108.37,28010430,107.52,108.37,107.16
08/05/16,$107.48,39546610,106.27,107.65,106.18
08/04/16,$105.87,26781730,105.58,106.00,105.28
08/03/16,$105.79,30148360,104.81,105.84,104.77
08/02/16,$104.48,33770220,106.05,106.07,104.00
08/01/16,$106.05,38018910,104.41,106.15,104.41
07/29/2016,$104.21,27697970,104.19,104.55,103.68
07/28/2016,$104.34,38771840,102.83,104.45,102.82
07/27/2016,$102.95,92143920,104.27,104.35,102.75
07/26/2016,$96.67,53454620,96.82,97.97,96.42
07/25/2016,$97.34,40290580,98.25,98.84,96.92
07/22/2016,$98.66,28218240,99.26,99.30,98.31
07/21/2016,$99.43,32690080,99.83,101.00,99.13
07/20/2016,$99.96,26219110,100.00,100.46,99.74
07/19/2016,$99.87,23766360,99.56,100.00,99.34
07/18/2016,$99.83,36464530,98.70,100.13,98.60
07/15/2016,$98.78,30031410,98.92,99.30,98.50
07/14/2016,$98.79,38885980,97.39,98.99,97.32
07/13/2016,$96.87,25879680,97.41,97.67,96.84
07/12/16,$97.42,24129530,97.17,97.70,97.12
07/11/16,$96.98,23317990,96.75,97.65,96.73
07/08/16,$96.68,28877500,96.49,96.89,96.05
07/07/16,$95.94,24460850,95.70,96.50,95.62
07/06/16,$95.53,30877540,94.60,95.66,94.37
07/05/16,$94.99,27553750,95.39,95.40,94.46
07/01/16,$95.89,25982080,95.49,96.47,95.33
06/30/2016,$95.60,35783320,94.44,95.77,94.30
06/29/2016,$94.40,36505420,93.97,94.55,93.63
